game_id,team_id,HoA,won,settled_in,head_coach,goals,shots,hits,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways,blocked,startRinkSide
2018020001,8,away,False,OT,Claude Julien,2.0,36.0,34.0,6.0,4.0,1.0,41.3,10.0,5.0,16.0,left
2018020001,10,home,True,OT,Mike Babcock,3.0,26.0,18.0,8.0,3.0,1.0,58.7,21.0,5.0,24.0,left
2018020002,6,away,False,REG,Bruce Cassidy,0.0,25.0,28.0,32.0,2.0,0.0,68.3,3.0,5.0,12.0,left
2018020002,15,home,True,REG,Todd Reirden,7.0,37.0,16.0,14.0,6.0,4.0,31.7,10.0,13.0,15.0,left
2018020003,20,away,False,REG,Bill Peters,2.0,35.0,17.0,7.0,7.0,0.0,57.6,6.0,1.0,6.0,left
2018020003,23,home,True,REG,Travis Green,5.0,23.0,16.0,19.0,1.0,0.0,42.4,9.0,7.0,18.0,left
2018020004,24,away,True,REG,Randy Carlyle,5.0,15.0,25.0,6.0,3.0,2.0,48.3,6.0,9.0,16.0,right
2018020004,28,home,False,REG,Peter DeBoer,2.0,33.0,21.0,6.0,3.0,0.0,51.7,8.0,10.0,13.0,right
2018020001,8,away,False,OT,Claude Julien,2.0,36.0,34.0,6.0,4.0,1.0,41.3,10.0,5.0,16.0,left
2018020001,10,home,True,OT,Mike Babcock,3.0,26.0,18.0,8.0,3.0,1.0,58.7,21.0,5.0,24.0,left
2018020002,6,away,False,REG,Bruce Cassidy,0.0,25.0,28.0,32.0,2.0,0.0,68.3,3.0,5.0,12.0,left
2018020002,15,home,True,REG,Todd Reirden,7.0,37.0,16.0,14.0,6.0,4.0,31.7,10.0,13.0,15.0,left
2018020003,20,away,False,REG,Bill Peters,2.0,35.0,17.0,7.0,7.0,0.0,57.6,6.0,1.0,6.0,left
2018020003,23,home,True,REG,Travis Green,5.0,23.0,16.0,19.0,1.0,0.0,42.4,9.0,7.0,18.0,left
2018020004,24,away,True,REG,Randy Carlyle,5.0,15.0,25.0,6.0,3.0,2.0,48.3,6.0,9.0,16.0,right
2018020004,28,home,False,REG,Peter DeBoer,2.0,33.0,21.0,6.0,3.0,0.0,51.7,8.0,10.0,13.0,right
2018020005,6,away,True,REG,Bruce Cassidy,4.0,26.0,13.0,6.0,1.0,1.0,43.3,6.0,1.0,13.0,right
2018020005,7,home,False,REG,Phil Housley,0.0,32.0,25.0,4.0,2.0,0.0,56.7,19.0,1.0,8.0,right
2018020007,15,away,False,OT,Todd Reirden,6.0,36.0,32.0,12.0,2.0,0.0,47.1,6.0,5.0,18.0,right
2018020007,5,home,True,OT,Mike Sullivan,7.0,41.0,21.0,4.0,6.0,2.0,52.9,16.0,6.0,12.0,right
2018020008,2,away,True,OT,Barry Trotz,2.0,20.0,32.0,6.0,3.0,1.0,40.0,3.0,15.0,22.0,left
2018020008,12,home,False,OT,Rod Brind'Amour,1.0,46.0,29.0,6.0,3.0,0.0,60.0,14.0,13.0,8.0,left
2018020006,18,away,True,REG,Peter Laviolette,3.0,33.0,21.0,6.0,1.0,0.0,52.5,9.0,16.0,11.0,left
2018020006,3,home,False,REG,David Quinn,2.0,36.0,24.0,6.0,1.0,0.0,47.5,10.0,10.0,20.0,left
2018020009,16,away,True,OT,Joel Quenneville,4.0,43.0,17.0,6.0,3.0,0.0,47.4,17.0,3.0,16.0,right
2018020009,9,home,False,OT,Guy Boucher,3.0,25.0,22.0,6.0,3.0,1.0,52.6,13.0,9.0,18.0,right
2018020010,29,away,True,OT,John Tortorella,3.0,39.0,13.0,6.0,6.0,1.0,57.0,5.0,4.0,17.0,left
2018020010,17,home,False,OT,Jeff Blashill,2.0,20.0,20.0,12.0,3.0,1.0,43.0,16.0,5.0,20.0,left
2018020011,52,away,True,REG,Paul Maurice,5.0,25.0,20.0,8.0,2.0,1.0,41.8,4.0,10.0,11.0,right
2018020011,19,home,False,REG,Mike Yeo,1.0,42.0,18.0,4.0,4.0,0.0,58.2,5.0,7.0,13.0,right
2018020012,53,away,False,REG,Rick Tocchet,0.0,30.0,24.0,8.0,2.0,0.0,47.7,10.0,7.0,14.0,left
2018020012,25,home,True,REG,Jim Montgomery,3.0,25.0,31.0,8.0,2.0,0.0,52.3,13.0,5.0,15.0,left
2018020013,30,away,False,REG,Bruce Boudreau,1.0,21.0,26.0,10.0,3.0,0.0,55.9,2.0,2.0,13.0,left
2018020013,21,home,True,REG,Jared Bednar,4.0,40.0,20.0,10.0,3.0,1.0,44.1,5.0,5.0,17.0,left
2018020014,4,away,True,REG,Dave Hakstol,5.0,25.0,41.0,8.0,4.0,1.0,51.8,6.0,5.0,12.0,
2018020014,54,home,False,REG,Gerard Gallant,2.0,25.0,31.0,10.0,3.0,0.0,48.2,10.0,12.0,10.0,
2018020005,6,away,True,REG,Bruce Cassidy,4.0,26.0,13.0,6.0,1.0,1.0,43.3,6.0,1.0,13.0,right
2018020005,7,home,False,REG,Phil Housley,0.0,32.0,25.0,4.0,2.0,0.0,56.7,19.0,1.0,8.0,right
2018020007,15,away,False,OT,Todd Reirden,6.0,36.0,32.0,12.0,2.0,0.0,47.1,6.0,5.0,18.0,right
2018020007,5,home,True,OT,Mike Sullivan,7.0,41.0,21.0,4.0,6.0,2.0,52.9,16.0,6.0,12.0,right
2018020008,2,away,True,OT,Barry Trotz,2.0,20.0,32.0,6.0,3.0,1.0,40.0,3.0,15.0,22.0,left
2018020008,12,home,False,OT,Rod Brind'Amour,1.0,46.0,29.0,6.0,3.0,0.0,60.0,14.0,13.0,8.0,left
2018020006,18,away,True,REG,Peter Laviolette,3.0,33.0,21.0,6.0,1.0,0.0,52.5,9.0,16.0,11.0,left
2018020006,3,home,False,REG,David Quinn,2.0,36.0,24.0,6.0,1.0,0.0,47.5,10.0,10.0,20.0,left
2018020009,16,away,True,OT,Joel Quenneville,4.0,43.0,17.0,6.0,3.0,0.0,47.4,17.0,3.0,16.0,right
2018020009,9,home,False,OT,Guy Boucher,3.0,25.0,22.0,6.0,3.0,1.0,52.6,13.0,9.0,18.0,right
2018020010,29,away,True,OT,John Tortorella,3.0,39.0,13.0,6.0,6.0,1.0,57.0,5.0,4.0,17.0,left
2018020010,17,home,False,OT,Jeff Blashill,2.0,20.0,20.0,12.0,3.0,1.0,43.0,16.0,5.0,20.0,left
2018020011,52,away,True,REG,Paul Maurice,5.0,25.0,20.0,8.0,2.0,1.0,41.8,4.0,10.0,11.0,right
2018020011,19,home,False,REG,Mike Yeo,1.0,42.0,18.0,4.0,4.0,0.0,58.2,5.0,7.0,13.0,right
2018020012,53,away,False,REG,Rick Tocchet,0.0,30.0,24.0,8.0,2.0,0.0,47.7,10.0,7.0,14.0,left
2018020012,25,home,True,REG,Jim Montgomery,3.0,25.0,31.0,8.0,2.0,0.0,52.3,13.0,5.0,15.0,left
2018020013,30,away,False,REG,Bruce Boudreau,1.0,21.0,26.0,10.0,3.0,0.0,55.9,2.0,2.0,13.0,left
2018020013,21,home,True,REG,Jared Bednar,4.0,40.0,20.0,10.0,3.0,1.0,44.1,5.0,5.0,17.0,left
2018020014,4,away,True,REG,Dave Hakstol,5.0,25.0,41.0,8.0,4.0,1.0,51.8,6.0,5.0,12.0,
2018020014,54,home,False,REG,Gerard Gallant,2.0,25.0,31.0,10.0,3.0,0.0,48.2,10.0,12.0,10.0,
2018020015,12,away,True,REG,Rod Brind'Amour,3.0,35.0,17.0,6.0,1.0,0.0,46.0,5.0,11.0,10.0,right
2018020015,29,home,False,REG,John Tortorella,1.0,32.0,10.0,2.0,3.0,0.0,54.0,8.0,7.0,14.0,right
2018020016,28,away,True,OT,Peter DeBoer,3.0,33.0,21.0,10.0,3.0,0.0,44.4,10.0,2.0,15.0,left
2018020016,26,home,False,OT,John Stevens,2.0,21.0,34.0,6.0,5.0,0.0,55.6,12.0,1.0,12.0,left
2018020015,12,away,True,REG,Rod Brind'Amour,3.0,35.0,17.0,6.0,1.0,0.0,46.0,5.0,11.0,10.0,right
2018020015,29,home,False,REG,John Tortorella,1.0,32.0,10.0,2.0,3.0,0.0,54.0,8.0,7.0,14.0,right
2018020016,28,away,True,OT,Peter DeBoer,3.0,33.0,21.0,10.0,3.0,0.0,44.4,10.0,2.0,15.0,left
2018020016,26,home,False,OT,John Stevens,2.0,21.0,34.0,6.0,5.0,0.0,55.6,12.0,1.0,12.0,left
2018020020,22,away,False,REG,Todd McLellan,2.0,19.0,28.0,4.0,4.0,1.0,50.8,5.0,8.0,8.0,right
2018020020,1,home,True,REG,John Hynes,5.0,27.0,24.0,8.0,2.0,1.0,49.2,11.0,10.0,8.0,right
2018020023,52,away,False,REG,Paul Maurice,1.0,33.0,25.0,17.0,3.0,0.0,37.7,9.0,2.0,21.0,left
2018020023,25,home,True,REG,Jim Montgomery,5.0,35.0,22.0,13.0,5.0,3.0,62.3,12.0,6.0,15.0,left
2018020017,3,away,False,REG,David Quinn,1.0,44.0,18.0,17.0,3.0,0.0,52.1,4.0,2.0,13.0,right
2018020017,7,home,True,REG,Phil Housley,3.0,29.0,18.0,15.0,4.0,2.0,47.9,6.0,5.0,13.0,right
2018020018,9,away,True,REG,Guy Boucher,5.0,24.0,26.0,4.0,2.0,0.0,49.3,14.0,7.0,27.0,left
2018020018,10,home,False,REG,Mike Babcock,3.0,37.0,30.0,4.0,2.0,1.0,50.7,8.0,16.0,8.0,left
2018020019,13,away,False,OT,Bob Boughner,1.0,43.0,22.0,6.0,5.0,0.0,52.6,5.0,8.0,13.0,right
2018020019,14,home,True,OT,Jon Cooper,1.0,29.0,37.0,10.0,3.0,0.0,47.4,11.0,5.0,9.0,right
2018020021,18,away,True,REG,Peter Laviolette,4.0,23.0,28.0,10.0,1.0,0.0,44.6,6.0,2.0,16.0,right
2018020021,2,home,False,REG,Barry Trotz,3.0,29.0,18.0,4.0,4.0,1.0,55.4,14.0,6.0,7.0,right
2018020022,8,away,True,REG,Claude Julien,5.0,29.0,32.0,6.0,3.0,0.0,39.7,2.0,9.0,22.0,right
2018020022,5,home,False,REG,Mike Sullivan,1.0,22.0,24.0,6.0,3.0,0.0,60.3,6.0,12.0,7.0,right
2018020024,16,away,True,OT,Joel Quenneville,5.0,30.0,15.0,12.0,4.0,0.0,44.1,3.0,5.0,13.0,right
2018020024,19,home,False,OT,Mike Yeo,4.0,30.0,26.0,8.0,6.0,2.0,55.9,4.0,4.0,11.0,right
2018020025,54,away,True,OT,Gerard Gallant,1.0,42.0,19.0,9.0,3.0,0.0,50.0,7.0,2.0,4.0,left
2018020025,30,home,False,OT,Bruce Boudreau,1.0,30.0,18.0,11.0,2.0,0.0,50.0,7.0,9.0,18.0,left
2018020027,24,away,True,REG,Randy Carlyle,1.0,20.0,25.0,8.0,2.0,0.0,45.6,3.0,3.0,21.0,right
2018020027,53,home,False,REG,Rick Tocchet,0.0,41.0,26.0,4.0,4.0,0.0,54.4,1.0,4.0,5.0,right
2018020026,4,away,False,REG,Dave Hakstol,2.0,37.0,17.0,12.0,3.0,0.0,50.8,3.0,2.0,23.0,left
2018020026,21,home,True,REG,Jared Bednar,5.0,35.0,14.0,10.0,4.0,1.0,49.2,6.0,9.0,17.0,left
2018020028,23,away,False,REG,Travis Green,4.0,20.0,16.0,12.0,6.0,2.0,45.5,9.0,10.0,23.0,left
2018020028,20,home,True,REG,Bill Peters,7.0,37.0,18.0,12.0,6.0,3.0,54.5,15.0,11.0,13.0,left
2018020020,22,away,False,REG,Todd McLellan,2.0,19.0,28.0,4.0,4.0,1.0,50.8,5.0,8.0,8.0,right
2018020020,1,home,True,REG,John Hynes,5.0,27.0,24.0,8.0,2.0,1.0,49.2,11.0,10.0,8.0,right
2018020023,52,away,False,REG,Paul Maurice,1.0,33.0,25.0,17.0,3.0,0.0,37.7,9.0,2.0,21.0,left
2018020023,25,home,True,REG,Jim Montgomery,5.0,35.0,22.0,13.0,5.0,3.0,62.3,12.0,6.0,15.0,left
2018020017,3,away,False,REG,David Quinn,1.0,44.0,18.0,17.0,3.0,0.0,52.1,4.0,2.0,13.0,right
2018020017,7,home,True,REG,Phil Housley,3.0,29.0,18.0,15.0,4.0,2.0,47.9,6.0,5.0,13.0,right
2018020018,9,away,True,REG,Guy Boucher,5.0,24.0,26.0,4.0,2.0,0.0,49.3,14.0,7.0,27.0,left
2018020018,10,home,False,REG,Mike Babcock,3.0,37.0,30.0,4.0,2.0,1.0,50.7,8.0,16.0,8.0,left
2018020019,13,away,False,OT,Bob Boughner,1.0,43.0,22.0,6.0,5.0,0.0,52.6,5.0,8.0,13.0,right
2018020019,14,home,True,OT,Jon Cooper,1.0,29.0,37.0,10.0,3.0,0.0,47.4,11.0,5.0,9.0,right
2018020021,18,away,True,REG,Peter Laviolette,4.0,23.0,28.0,10.0,1.0,0.0,44.6,6.0,2.0,16.0,right
2018020021,2,home,False,REG,Barry Trotz,3.0,29.0,18.0,4.0,4.0,1.0,55.4,14.0,6.0,7.0,right
2018020022,8,away,True,REG,Claude Julien,5.0,29.0,32.0,6.0,3.0,0.0,39.7,2.0,9.0,22.0,right
2018020022,5,home,False,REG,Mike Sullivan,1.0,22.0,24.0,6.0,3.0,0.0,60.3,6.0,12.0,7.0,right
2018020024,16,away,True,OT,Joel Quenneville,5.0,30.0,15.0,12.0,4.0,0.0,44.1,3.0,5.0,13.0,right
2018020024,19,home,False,OT,Mike Yeo,4.0,30.0,26.0,8.0,6.0,2.0,55.9,4.0,4.0,11.0,right
2018020025,54,away,True,OT,Gerard Gallant,1.0,42.0,19.0,9.0,3.0,0.0,50.0,7.0,2.0,4.0,left
2018020025,30,home,False,OT,Bruce Boudreau,1.0,30.0,18.0,11.0,2.0,0.0,50.0,7.0,9.0,18.0,left
2018020027,24,away,True,REG,Randy Carlyle,1.0,20.0,25.0,8.0,2.0,0.0,45.6,3.0,3.0,21.0,right
2018020027,53,home,False,REG,Rick Tocchet,0.0,41.0,26.0,4.0,4.0,0.0,54.4,1.0,4.0,5.0,right
2018020026,4,away,False,REG,Dave Hakstol,2.0,37.0,17.0,12.0,3.0,0.0,50.8,3.0,2.0,23.0,left
2018020026,21,home,True,REG,Jared Bednar,5.0,35.0,14.0,10.0,4.0,1.0,49.2,6.0,9.0,17.0,left
2018020028,23,away,False,REG,Travis Green,4.0,20.0,16.0,12.0,6.0,2.0,45.5,9.0,10.0,23.0,left
2018020028,20,home,True,REG,Bill Peters,7.0,37.0,18.0,12.0,6.0,3.0,54.5,15.0,11.0,13.0,left
2018020029,3,away,False,REG,David Quinn,5.0,24.0,27.0,12.0,4.0,1.0,41.5,11.0,8.0,13.0,left
2018020029,12,home,True,REG,Rod Brind'Amour,8.0,40.0,30.0,10.0,4.0,1.0,58.5,18.0,13.0,16.0,left
2018020030,10,away,True,OT,Mike Babcock,7.0,34.0,23.0,6.0,2.0,1.0,50.0,8.0,11.0,29.0,left
2018020030,16,home,False,OT,Joel Quenneville,6.0,31.0,23.0,4.0,3.0,0.0,50.0,11.0,8.0,14.0,left
2018020031,17,away,False,REG,Jeff Blashill,2.0,38.0,20.0,25.0,4.0,2.0,49.4,8.0,0.0,14.0,left
2018020031,26,home,True,REG,John Stevens,4.0,25.0,18.0,27.0,3.0,0.0,50.6,12.0,3.0,18.0,left
2018020029,3,away,False,REG,David Quinn,5.0,24.0,27.0,12.0,4.0,1.0,41.5,11.0,8.0,13.0,left
2018020029,12,home,True,REG,Rod Brind'Amour,8.0,40.0,30.0,10.0,4.0,1.0,58.5,18.0,13.0,16.0,left
2018020030,10,away,True,OT,Mike Babcock,7.0,34.0,23.0,6.0,2.0,1.0,50.0,8.0,11.0,29.0,left
2018020030,16,home,False,OT,Joel Quenneville,6.0,31.0,23.0,4.0,3.0,0.0,50.0,11.0,8.0,14.0,left
2018020031,17,away,False,REG,Jeff Blashill,2.0,38.0,20.0,25.0,4.0,2.0,49.4,8.0,0.0,14.0,left
2018020031,26,home,True,REG,John Stevens,4.0,25.0,18.0,27.0,3.0,0.0,50.6,12.0,3.0,18.0,left
2018020032,9,away,False,REG,Guy Boucher,3.0,31.0,17.0,6.0,3.0,0.0,57.1,8.0,9.0,14.0,right
2018020032,6,home,True,REG,Bruce Cassidy,6.0,30.0,18.0,8.0,2.0,1.0,42.9,6.0,8.0,8.0,right
2018020033,28,away,False,REG,Peter DeBoer,0.0,35.0,9.0,8.0,4.0,0.0,61.4,7.0,7.0,9.0,right
2018020033,2,home,True,REG,Barry Trotz,4.0,30.0,21.0,8.0,4.0,1.0,38.6,11.0,12.0,23.0,right
2018020034,54,away,False,REG,Gerard Gallant,2.0,37.0,29.0,4.0,2.0,0.0,64.6,8.0,3.0,6.0,right
2018020034,7,home,True,REG,Phil Housley,4.0,17.0,17.0,4.0,2.0,1.0,35.4,9.0,2.0,14.0,right
2018020035,17,away,False,OT,Jeff Blashill,2.0,21.0,15.0,6.0,2.0,0.0,53.7,15.0,7.0,12.0,right
2018020035,24,home,True,OT,Randy Carlyle,2.0,27.0,28.0,4.0,3.0,0.0,46.3,14.0,7.0,14.0,right
2018020032,9,away,False,REG,Guy Boucher,3.0,31.0,17.0,6.0,3.0,0.0,57.1,8.0,9.0,14.0,right
2018020032,6,home,True,REG,Bruce Cassidy,6.0,30.0,18.0,8.0,2.0,1.0,42.9,6.0,8.0,8.0,right
2018020033,28,away,False,REG,Peter DeBoer,0.0,35.0,9.0,8.0,4.0,0.0,61.4,7.0,7.0,9.0,right
2018020033,2,home,True,REG,Barry Trotz,4.0,30.0,21.0,8.0,4.0,1.0,38.6,11.0,12.0,23.0,right
2018020034,54,away,False,REG,Gerard Gallant,2.0,37.0,29.0,4.0,2.0,0.0,64.6,8.0,3.0,6.0,right
2018020034,7,home,True,REG,Phil Housley,4.0,17.0,17.0,4.0,2.0,1.0,35.4,9.0,2.0,14.0,right
2018020035,17,away,False,OT,Jeff Blashill,2.0,21.0,15.0,6.0,2.0,0.0,53.7,15.0,7.0,12.0,right
2018020035,24,home,True,OT,Randy Carlyle,2.0,27.0,28.0,4.0,3.0,0.0,46.3,14.0,7.0,14.0,right
2018020036,28,away,True,REG,Peter DeBoer,8.0,48.0,15.0,12.0,5.0,2.0,41.3,7.0,5.0,8.0,left
2018020036,4,home,False,REG,Dave Hakstol,2.0,33.0,21.0,10.0,6.0,2.0,58.7,14.0,4.0,8.0,left
2018020037,23,away,False,REG,Travis Green,3.0,25.0,23.0,6.0,4.0,2.0,54.3,8.0,7.0,16.0,left
2018020037,12,home,True,REG,Rod Brind'Amour,5.0,33.0,33.0,10.0,2.0,0.0,45.7,12.0,12.0,11.0,left
2018020038,21,away,False,REG,Jared Bednar,2.0,27.0,7.0,12.0,4.0,1.0,47.0,6.0,3.0,9.0,right
2018020038,29,home,True,REG,John Tortorella,5.0,35.0,10.0,8.0,6.0,1.0,53.0,5.0,8.0,11.0,right
2018020039,20,away,True,REG,Bill Peters,3.0,27.0,5.0,8.0,4.0,2.0,44.4,4.0,5.0,14.0,right
2018020039,18,home,False,REG,Peter Laviolette,0.0,43.0,13.0,8.0,4.0,0.0,55.6,7.0,9.0,13.0,right
2018020040,26,away,False,REG,John Stevens,1.0,17.0,22.0,6.0,2.0,0.0,36.2,11.0,5.0,21.0,left
2018020040,52,home,True,REG,Paul Maurice,2.0,39.0,18.0,4.0,3.0,1.0,63.8,11.0,3.0,15.0,left
2018020041,10,away,True,REG,Mike Babcock,7.0,30.0,12.0,2.0,3.0,2.0,47.5,10.0,11.0,11.0,left
2018020041,25,home,False,REG,Jim Montgomery,4.0,34.0,23.0,6.0,1.0,1.0,52.5,17.0,5.0,15.0,left
2018020036,28,away,True,REG,Peter DeBoer,8.0,48.0,15.0,12.0,5.0,2.0,41.3,7.0,5.0,8.0,left
2018020036,4,home,False,REG,Dave Hakstol,2.0,33.0,21.0,10.0,6.0,2.0,58.7,14.0,4.0,8.0,left
2018020037,23,away,False,REG,Travis Green,3.0,25.0,23.0,6.0,4.0,2.0,54.3,8.0,7.0,16.0,left
2018020037,12,home,True,REG,Rod Brind'Amour,5.0,33.0,33.0,10.0,2.0,0.0,45.7,12.0,12.0,11.0,left
2018020038,21,away,False,REG,Jared Bednar,2.0,27.0,7.0,12.0,4.0,1.0,47.0,6.0,3.0,9.0,right
2018020038,29,home,True,REG,John Tortorella,5.0,35.0,10.0,8.0,6.0,1.0,53.0,5.0,8.0,11.0,right
2018020039,20,away,True,REG,Bill Peters,3.0,27.0,5.0,8.0,4.0,2.0,44.4,4.0,5.0,14.0,right
2018020039,18,home,False,REG,Peter Laviolette,0.0,43.0,13.0,8.0,4.0,0.0,55.6,7.0,9.0,13.0,right
2018020040,26,away,False,REG,John Stevens,1.0,17.0,22.0,6.0,2.0,0.0,36.2,11.0,5.0,21.0,left
2018020040,52,home,True,REG,Paul Maurice,2.0,39.0,18.0,4.0,3.0,1.0,63.8,11.0,3.0,15.0,left
2018020041,10,away,True,REG,Mike Babcock,7.0,30.0,12.0,2.0,3.0,2.0,47.5,10.0,11.0,11.0,left
2018020041,25,home,False,REG,Jim Montgomery,4.0,34.0,23.0,6.0,1.0,1.0,52.5,17.0,5.0,15.0,left
2018020042,4,away,True,REG,Dave Hakstol,7.0,45.0,26.0,24.0,7.0,2.0,52.1,6.0,4.0,16.0,right
2018020042,9,home,False,REG,Guy Boucher,4.0,35.0,24.0,24.0,7.0,3.0,47.9,12.0,2.0,12.0,right
2018020043,54,away,False,REG,Gerard Gallant,2.0,31.0,19.0,8.0,3.0,0.0,51.4,8.0,3.0,8.0,left
2018020043,15,home,True,REG,Todd Reirden,5.0,29.0,31.0,6.0,4.0,2.0,48.6,13.0,8.0,20.0,left
2018020044,53,away,True,OT,Rick Tocchet,2.0,39.0,17.0,6.0,3.0,1.0,53.8,13.0,4.0,13.0,right
2018020044,24,home,False,OT,Randy Carlyle,2.0,25.0,27.0,6.0,3.0,0.0,46.2,17.0,5.0,19.0,right
2018020042,4,away,True,REG,Dave Hakstol,7.0,45.0,26.0,24.0,7.0,2.0,52.1,6.0,4.0,16.0,right
2018020042,9,home,False,REG,Guy Boucher,4.0,35.0,24.0,24.0,7.0,3.0,47.9,12.0,2.0,12.0,right
2018020043,54,away,False,REG,Gerard Gallant,2.0,31.0,19.0,8.0,3.0,0.0,51.4,8.0,3.0,8.0,left
2018020043,15,home,True,REG,Todd Reirden,5.0,29.0,31.0,6.0,4.0,2.0,48.6,13.0,8.0,20.0,left
2018020044,53,away,True,OT,Rick Tocchet,2.0,39.0,17.0,6.0,3.0,1.0,53.8,13.0,4.0,13.0,right
2018020044,24,home,False,OT,Randy Carlyle,2.0,25.0,27.0,6.0,3.0,0.0,46.2,17.0,5.0,19.0,right
2018020045,22,away,False,REG,Todd McLellan,1.0,26.0,27.0,15.0,2.0,0.0,37.7,11.0,12.0,8.0,right
2018020045,6,home,True,REG,Bruce Cassidy,4.0,32.0,21.0,11.0,4.0,2.0,62.3,10.0,21.0,11.0,right
2018020046,21,away,True,REG,Jared Bednar,6.0,30.0,20.0,14.0,4.0,2.0,42.9,6.0,2.0,10.0,right
2018020046,7,home,False,REG,Phil Housley,1.0,31.0,15.0,8.0,7.0,0.0,57.1,7.0,1.0,2.0,right
2018020047,29,away,True,REG,John Tortorella,5.0,32.0,7.0,4.0,3.0,2.0,40.9,14.0,7.0,5.0,left
2018020047,13,home,False,REG,Bob Boughner,4.0,41.0,18.0,6.0,2.0,0.0,59.1,18.0,12.0,14.0,left
2018020048,15,away,False,REG,Todd Reirden,0.0,21.0,30.0,10.0,4.0,0.0,38.3,9.0,10.0,8.0,right
2018020048,1,home,True,REG,John Hynes,6.0,36.0,19.0,10.0,4.0,1.0,61.7,9.0,20.0,20.0,right
2018020049,28,away,False,OT,Peter DeBoer,2.0,43.0,14.0,6.0,3.0,0.0,52.9,12.0,6.0,13.0,left
2018020049,3,home,True,OT,David Quinn,3.0,27.0,25.0,8.0,2.0,0.0,47.1,15.0,8.0,20.0,left
2018020050,54,away,False,REG,Gerard Gallant,2.0,37.0,26.0,2.0,2.0,0.0,46.7,5.0,6.0,10.0,right
2018020050,5,home,True,REG,Mike Sullivan,4.0,22.0,33.0,4.0,1.0,0.0,53.3,12.0,11.0,27.0,right
2018020051,26,away,True,REG,John Stevens,3.0,29.0,24.0,8.0,3.0,0.0,61.7,21.0,2.0,22.0,left
2018020051,8,home,False,REG,Claude Julien,0.0,40.0,36.0,16.0,4.0,0.0,38.3,16.0,7.0,11.0,left
2018020052,10,away,True,REG,Mike Babcock,5.0,35.0,17.0,13.0,4.0,2.0,50.0,6.0,4.0,11.0,left
2018020052,17,home,False,REG,Jeff Blashill,3.0,29.0,23.0,15.0,3.0,0.0,50.0,11.0,6.0,7.0,left
2018020053,23,away,True,REG,Travis Green,4.0,28.0,18.0,10.0,4.0,0.0,50.0,9.0,6.0,22.0,right
2018020053,14,home,False,REG,Jon Cooper,1.0,34.0,22.0,8.0,5.0,0.0,50.0,15.0,10.0,13.0,right
2018020054,20,away,False,REG,Bill Peters,3.0,34.0,13.0,14.0,4.0,0.0,53.8,2.0,5.0,15.0,right
2018020054,19,home,True,REG,Mike Yeo,5.0,32.0,16.0,10.0,6.0,2.0,46.2,2.0,9.0,11.0,right
2018020055,52,away,False,REG,Paul Maurice,0.0,29.0,19.0,60.0,2.0,0.0,49.1,9.0,7.0,6.0,right
2018020055,18,home,True,REG,Peter Laviolette,3.0,30.0,19.0,16.0,9.0,0.0,50.9,10.0,8.0,6.0,right
2018020056,16,away,False,OT,Joel Quenneville,3.0,30.0,8.0,4.0,5.0,1.0,52.7,4.0,9.0,12.0,left
2018020056,30,home,True,OT,Bruce Boudreau,4.0,46.0,18.0,10.0,2.0,0.0,47.3,4.0,10.0,9.0,left
2018020045,22,away,False,REG,Todd McLellan,1.0,26.0,27.0,15.0,2.0,0.0,37.7,11.0,12.0,8.0,right
2018020045,6,home,True,REG,Bruce Cassidy,4.0,32.0,21.0,11.0,4.0,2.0,62.3,10.0,21.0,11.0,right
2018020046,21,away,True,REG,Jared Bednar,6.0,30.0,20.0,14.0,4.0,2.0,42.9,6.0,2.0,10.0,right
2018020046,7,home,False,REG,Phil Housley,1.0,31.0,15.0,8.0,7.0,0.0,57.1,7.0,1.0,2.0,right
2018020047,29,away,True,REG,John Tortorella,5.0,32.0,7.0,4.0,3.0,2.0,40.9,14.0,7.0,5.0,left
2018020047,13,home,False,REG,Bob Boughner,4.0,41.0,18.0,6.0,2.0,0.0,59.1,18.0,12.0,14.0,left
2018020048,15,away,False,REG,Todd Reirden,0.0,21.0,30.0,10.0,4.0,0.0,38.3,9.0,10.0,8.0,right
2018020048,1,home,True,REG,John Hynes,6.0,36.0,19.0,10.0,4.0,1.0,61.7,9.0,20.0,20.0,right
2018020049,28,away,False,OT,Peter DeBoer,2.0,43.0,14.0,6.0,3.0,0.0,52.9,12.0,6.0,13.0,left
2018020049,3,home,True,OT,David Quinn,3.0,27.0,25.0,8.0,2.0,0.0,47.1,15.0,8.0,20.0,left
2018020050,54,away,False,REG,Gerard Gallant,2.0,37.0,26.0,2.0,2.0,0.0,46.7,5.0,6.0,10.0,right
2018020050,5,home,True,REG,Mike Sullivan,4.0,22.0,33.0,4.0,1.0,0.0,53.3,12.0,11.0,27.0,right
2018020051,26,away,True,REG,John Stevens,3.0,29.0,24.0,8.0,3.0,0.0,61.7,21.0,2.0,22.0,left
2018020051,8,home,False,REG,Claude Julien,0.0,40.0,36.0,16.0,4.0,0.0,38.3,16.0,7.0,11.0,left
2018020052,10,away,True,REG,Mike Babcock,5.0,35.0,17.0,13.0,4.0,2.0,50.0,6.0,4.0,11.0,left
2018020052,17,home,False,REG,Jeff Blashill,3.0,29.0,23.0,15.0,3.0,0.0,50.0,11.0,6.0,7.0,left
