game_id,season,type,date_time_GMT,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,year
2018020002,20182019,R,2018-10-03 23:30:00+00:00,6,15,0,7,home win REG,right,Capital One Arena,/api/v1/venues/5094,America/New_York,-5,EST,2018
2018020003,20182019,R,2018-10-04 02:00:00+00:00,20,23,2,5,home win REG,right,Rogers Arena,/api/v1/venues/5073,America/Vancouver,-7,PDT,2018
2018020004,20182019,R,2018-10-04 02:30:00+00:00,24,28,5,2,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-8,PST,2018
2018020005,20182019,R,2018-10-04 23:00:00+00:00,6,7,4,0,away win REG,left,KeyBank Center,/api/v1/venues/5039,America/New_York,-4,EDT,2018
2018020007,20182019,R,2018-10-04 23:00:00+00:00,15,5,6,7,home win OT,left,PPG Paints Arena,/api/v1/venues/5034,America/New_York,-5,EST,2018
2018020008,20182019,R,2018-10-04 23:00:00+00:00,2,12,2,1,away win OT,right,PNC Arena,/api/v1/venues/5066,America/New_York,-4,EDT,2018
2018020006,20182019,R,2018-10-04 23:30:00+00:00,18,3,3,2,away win REG,right,Madison Square Garden,/api/v1/venues/5054,America/New_York,-4,EDT,2018
2018020009,20182019,R,2018-10-04 23:30:00+00:00,16,9,4,3,away win OT,left,Canadian Tire Centre,/api/v1/venues/5031,America/New_York,-4,EDT,2018
2018020010,20182019,R,2018-10-04 23:30:00+00:00,29,17,3,2,away win OT,right,Little Caesars Arena,/api/v1/venues/5145,America/Detroit,-5,EST,2018
2018020011,20182019,R,2018-10-05 00:00:00+00:00,52,19,5,1,away win REG,left,Enterprise Center,/api/v1/venues/5076,America/Chicago,-6,CST,2018
2018020012,20182019,R,2018-10-05 00:30:00+00:00,53,25,0,3,home win REG,right,American Airlines Center,/api/v1/venues/5019,America/Chicago,-6,CST,2018
2018020013,20182019,R,2018-10-05 01:00:00+00:00,30,21,1,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2018020014,20182019,R,2018-10-05 02:00:00+00:00,4,54,5,2,away win REG,,T-Mobile Arena,/api/v1/venues/5178,America/Los_Angeles,-7,PDT,2018
2018020005,20182019,R,2018-10-04 23:00:00+00:00,6,7,4,0,away win REG,left,KeyBank Center,/api/v1/venues/5039,America/New_York,-4,EDT,2018
2018020007,20182019,R,2018-10-04 23:00:00+00:00,15,5,6,7,home win OT,left,PPG Paints Arena,/api/v1/venues/5034,America/New_York,-5,EST,2018
2018020008,20182019,R,2018-10-04 23:00:00+00:00,2,12,2,1,away win OT,right,PNC Arena,/api/v1/venues/5066,America/New_York,-4,EDT,2018
2018020006,20182019,R,2018-10-04 23:30:00+00:00,18,3,3,2,away win REG,right,Madison Square Garden,/api/v1/venues/5054,America/New_York,-4,EDT,2018
2018020009,20182019,R,2018-10-04 23:30:00+00:00,16,9,4,3,away win OT,left,Canadian Tire Centre,/api/v1/venues/5031,America/New_York,-4,EDT,2018
2018020010,20182019,R,2018-10-04 23:30:00+00:00,29,17,3,2,away win OT,right,Little Caesars Arena,/api/v1/venues/5145,America/Detroit,-5,EST,2018
2018020011,20182019,R,2018-10-05 00:00:00+00:00,52,19,5,1,away win REG,left,Enterprise Center,/api/v1/venues/5076,America/Chicago,-6,CST,2018
2018020012,20182019,R,2018-10-05 00:30:00+00:00,53,25,0,3,home win REG,right,American Airlines Center,/api/v1/venues/5019,America/Chicago,-6,CST,2018
2018020013,20182019,R,2018-10-05 01:00:00+00:00,30,21,1,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2018020014,20182019,R,2018-10-05 02:00:00+00:00,4,54,5,2,away win REG,,T-Mobile Arena,/api/v1/venues/5178,America/Los_Angeles,-7,PDT,2018
2018020015,20182019,R,2018-10-05 23:00:00+00:00,12,29,3,1,away win REG,left,Nationwide Arena,/api/v1/venues/5059,America/New_York,-5,EST,2018
2018020016,20182019,R,2018-10-06 02:30:00+00:00,28,26,3,2,away win OT,right,STAPLES Center,/api/v1/venues/5081,America/Los_Angeles,-7,PDT,2018
2018020015,20182019,R,2018-10-05 23:00:00+00:00,12,29,3,1,away win REG,left,Nationwide Arena,/api/v1/venues/5059,America/New_York,-5,EST,2018
2018020016,20182019,R,2018-10-06 02:30:00+00:00,28,26,3,2,away win OT,right,STAPLES Center,/api/v1/venues/5081,America/Los_Angeles,-7,PDT,2018
2018020020,20182019,R,2018-10-06 17:00:00+00:00,22,1,2,5,home win REG,left,Scandinavium,/api/v1/venues/5171,America/New_York,-4,EDT,2018
2018020023,20182019,R,2018-10-06 23:00:00+00:00,52,25,1,5,home win REG,right,American Airlines Center,/api/v1/venues/5019,America/Chicago,-5,CDT,2018
2018020017,20182019,R,2018-10-06 23:00:00+00:00,3,7,1,3,home win REG,left,KeyBank Center,/api/v1/venues/5039,America/New_York,-4,EDT,2018
2018020018,20182019,R,2018-10-06 23:00:00+00:00,9,10,5,3,away win REG,right,Scotiabank Arena,/api/v1/venues/null,America/Toronto,-4,EDT,2018
2018020019,20182019,R,2018-10-06 23:00:00+00:00,13,14,1,2,home win OT,left,Amalie Arena,/api/v1/venues/5017,America/New_York,-4,EDT,2018
2018020021,20182019,R,2018-10-06 23:00:00+00:00,18,2,4,3,away win REG,left,Barclays Center,/api/v1/venues/5026,America/New_York,-4,EDT,2018
2018020022,20182019,R,2018-10-06 23:00:00+00:00,8,5,5,1,away win REG,left,PPG Paints Arena,/api/v1/venues/5034,America/New_York,-5,EST,2018
2018020024,20182019,R,2018-10-07 00:00:00+00:00,16,19,5,4,away win OT,left,Enterprise Center,/api/v1/venues/5076,America/Chicago,-6,CST,2018
2018020025,20182019,R,2018-10-07 00:00:00+00:00,54,30,2,1,away win OT,right,Xcel Energy Center,/api/v1/venues/5098,America/Chicago,-6,CST,2018
2018020027,20182019,R,2018-10-07 01:00:00+00:00,24,53,1,0,away win REG,left,Gila River Arena,/api/v1/venues/5043,America/Phoenix,-7,MST,2018
2018020026,20182019,R,2018-10-07 01:00:00+00:00,4,21,2,5,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,2018
2018020028,20182019,R,2018-10-07 02:00:00+00:00,23,20,4,7,home win REG,right,Scotiabank Saddledome,/api/v1/venues/5075,America/Denver,-6,MDT,2018
2018020020,20182019,R,2018-10-06 17:00:00+00:00,22,1,2,5,home win REG,left,Scandinavium,/api/v1/venues/5171,America/New_York,-4,EDT,2018
